ID,prediksi,probabilitas,cluster,cluster_label,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10448,no,0.51%,0,Prospek Baru,59,retired,married,primary,no,4949,no,yes,unknown,12,jun,168,8,-1,0,unknown,no
10449,no,2.50%,0,Prospek Baru,50,technician,married,secondary,no,1765,yes,no,unknown,12,jun,247,2,-1,0,unknown,no
10450,no,4.18%,0,Prospek Baru,39,services,married,secondary,no,150,no,no,unknown,12,jun,243,2,-1,0,unknown,no
10451,no,1.08%,0,Prospek Baru,46,technician,married,tertiary,no,4176,yes,no,unknown,12,jun,153,6,-1,0,unknown,no
10452,no,3.57%,0,Prospek Baru,39,management,divorced,tertiary,no,452,yes,no,unknown,12,jun,232,2,-1,0,unknown,no
10453,no,0.36%,0,Prospek Baru,52,services,married,secondary,no,-336,no,yes,unknown,12,jun,111,8,-1,0,unknown,no
10454,no,1.12%,0,Prospek Baru,32,blue-collar,divorced,secondary,no,-289,yes,no,unknown,12,jun,161,2,-1,0,unknown,no
10455,no,37.02%,0,Prospek Baru,24,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,jun,465,3,-1,0,unknown,yes
10456,no,2.10%,0,Prospek Baru,47,retired,divorced,primary,no,2576,no,no,unknown,12,jun,188,4,-1,0,unknown,no
10457,no,0.06%,0,Prospek Baru,47,blue-collar,married,primary,no,-245,yes,yes,unknown,12,jun,67,4,-1,0,unknown,no
10458,no,17.55%,0,Prospek Baru,40,blue-collar,married,secondary,no,4259,no,no,unknown,12,jun,454,4,-1,0,unknown,no
10459,no,1.10%,0,Prospek Baru,30,management,single,tertiary,no,775,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
10460,no,0.33%,0,Prospek Baru,39,services,married,secondary,no,733,no,no,unknown,16,jun,83,4,-1,0,unknown,no
10461,no,2.38%,0,Prospek Baru,50,unemployed,married,primary,no,210,no,no,unknown,16,jun,247,2,-1,0,unknown,no
10462,no,2.83%,0,Prospek Baru,35,blue-collar,married,primary,no,4924,no,no,unknown,16,jun,252,2,-1,0,unknown,no
10463,no,0.14%,0,Prospek Baru,56,technician,married,secondary,no,654,yes,yes,unknown,16,jun,62,2,-1,0,unknown,no
10464,no,24.04%,0,Prospek Baru,36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no
10465,no,0.32%,0,Prospek Baru,33,blue-collar,divorced,secondary,no,1,no,no,unknown,16,jun,66,5,-1,0,unknown,no
10466,no,1.50%,0,Prospek Baru,29,management,single,tertiary,no,573,yes,yes,unknown,16,jun,190,4,-1,0,unknown,no
10467,yes,61.87%,0,Prospek Baru,27,technician,married,secondary,no,806,yes,no,unknown,16,jun,768,21,-1,0,unknown,no
10468,no,0.20%,0,Prospek Baru,31,blue-collar,married,primary,no,0,no,no,unknown,16,jun,10,5,-1,0,unknown,no
10469,no,0.97%,0,Prospek Baru,39,blue-collar,married,primary,no,275,yes,no,unknown,16,jun,189,2,-1,0,unknown,no
10470,no,0.71%,0,Prospek Baru,58,retired,married,tertiary,no,3628,no,no,unknown,16,jun,109,2,-1,0,unknown,no
10471,no,2.82%,0,Prospek Baru,36,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243,2,-1,0,unknown,no
10472,no,0.61%,0,Prospek Baru,50,technician,married,tertiary,no,917,no,no,unknown,16,jun,107,2,-1,0,unknown,no
10473,no,0.91%,0,Prospek Baru,49,housemaid,married,primary,no,785,no,no,unknown,16,jun,190,6,-1,0,unknown,no
10474,no,9.93%,0,Prospek Baru,37,blue-collar,married,secondary,no,1053,no,no,unknown,16,jun,405,3,-1,0,unknown,no
10475,no,0.20%,0,Prospek Baru,37,blue-collar,married,primary,no,1,yes,no,unknown,16,jun,103,2,-1,0,unknown,no
10476,no,0.75%,0,Prospek Baru,45,services,married,primary,no,7811,no,no,unknown,16,jun,143,2,-1,0,unknown,no
10477,no,0.28%,0,Prospek Baru,36,entrepreneur,single,tertiary,no,658,yes,no,unknown,16,jun,61,3,-1,0,unknown,no
10478,no,7.02%,0,Prospek Baru,44,blue-collar,married,primary,no,749,yes,no,unknown,16,jun,424,2,-1,0,unknown,no
10479,no,1.00%,0,Prospek Baru,37,technician,married,secondary,no,1610,no,no,unknown,16,jun,140,2,-1,0,unknown,no
10480,no,0.28%,0,Prospek Baru,41,blue-collar,married,primary,no,492,yes,yes,unknown,16,jun,157,29,-1,0,unknown,no
10481,no,0.97%,0,Prospek Baru,41,management,divorced,tertiary,no,1401,no,no,unknown,16,jun,110,4,-1,0,unknown,no
10482,no,0.16%,0,Prospek Baru,54,housemaid,married,secondary,no,1977,no,no,unknown,16,jun,69,3,-1,0,unknown,no
10483,no,0.71%,0,Prospek Baru,48,technician,married,unknown,no,5543,no,no,unknown,16,jun,143,5,-1,0,unknown,no
10484,no,1.69%,0,Prospek Baru,44,admin.,married,secondary,no,32,no,yes,unknown,16,jun,241,3,-1,0,unknown,no
10485,no,21.67%,0,Prospek Baru,49,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513,2,-1,0,unknown,yes
10486,yes,53.77%,0,Prospek Baru,39,technician,single,secondary,no,175,no,yes,unknown,16,jun,757,2,-1,0,unknown,no
10487,no,0.35%,0,Prospek Baru,47,retired,married,secondary,no,477,no,no,unknown,16,jun,68,3,-1,0,unknown,no
10488,no,1.01%,0,Prospek Baru,56,housemaid,married,primary,no,657,no,no,unknown,16,jun,211,2,-1,0,unknown,no
10489,no,0.67%,0,Prospek Baru,49,housemaid,married,primary,no,3436,no,no,unknown,16,jun,171,2,-1,0,unknown,no
10490,no,1.63%,0,Prospek Baru,40,services,married,secondary,no,2346,no,no,unknown,16,jun,182,3,-1,0,unknown,no
10491,no,3.08%,0,Prospek Baru,38,blue-collar,married,secondary,no,213,yes,no,unknown,16,jun,270,15,-1,0,unknown,no
10492,no,2.58%,0,Prospek Baru,40,management,married,tertiary,no,60,no,no,unknown,16,jun,172,6,-1,0,unknown,no
10493,no,1.58%,0,Prospek Baru,36,services,married,secondary,no,5000,no,no,unknown,16,jun,177,5,-1,0,unknown,no
10494,no,0.49%,0,Prospek Baru,38,blue-collar,divorced,secondary,no,727,yes,no,unknown,16,jun,119,2,-1,0,unknown,no
10495,no,0.21%,0,Prospek Baru,46,services,divorced,secondary,no,2044,no,yes,unknown,16,jun,75,3,-1,0,unknown,no
10496,no,0.87%,0,Prospek Baru,48,housemaid,married,primary,no,5908,no,no,unknown,16,jun,192,4,-1,0,unknown,no
10497,yes,60.45%,0,Prospek Baru,36,blue-collar,married,secondary,no,274,yes,no,unknown,16,jun,686,11,-1,0,unknown,yes
10498,no,0.49%,0,Prospek Baru,39,unemployed,married,tertiary,no,11787,no,no,unknown,16,jun,104,4,-1,0,unknown,no
10499,no,5.36%,0,Prospek Baru,38,services,married,tertiary,no,1018,no,no,unknown,16,jun,325,3,-1,0,unknown,no
10500,no,0.47%,0,Prospek Baru,48,blue-collar,divorced,secondary,yes,296,no,yes,unknown,16,jun,144,4,-1,0,unknown,no
10501,no,0.17%,0,Prospek Baru,35,blue-collar,married,secondary,no,4723,yes,no,unknown,16,jun,57,8,-1,0,unknown,no
10502,no,0.35%,0,Prospek Baru,34,services,married,secondary,no,-62,yes,no,unknown,16,jun,109,3,-1,0,unknown,no
10503,no,2.28%,0,Prospek Baru,50,self-employed,married,primary,no,2636,yes,no,unknown,16,jun,349,2,-1,0,unknown,no
10504,yes,52.56%,0,Prospek Baru,52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,yes
10505,no,0.17%,0,Prospek Baru,46,technician,married,secondary,no,68,yes,yes,unknown,16,jun,87,3,-1,0,unknown,no
10506,no,0.16%,0,Prospek Baru,51,management,married,secondary,no,2216,yes,yes,unknown,16,jun,95,8,-1,0,unknown,no
10507,no,0.40%,0,Prospek Baru,35,services,married,secondary,no,1279,yes,no,unknown,16,jun,114,5,-1,0,unknown,no
10508,no,0.38%,0,Prospek Baru,57,blue-collar,married,primary,no,24,no,no,unknown,16,jun,109,2,-1,0,unknown,no
10509,yes,74.74%,0,Prospek Baru,38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,9,-1,0,unknown,yes
10510,no,0.92%,0,Prospek Baru,36,blue-collar,married,primary,no,6085,yes,no,unknown,16,jun,186,6,-1,0,unknown,no
10511,no,0.35%,0,Prospek Baru,36,blue-collar,married,primary,no,-255,yes,yes,unknown,16,jun,187,2,-1,0,unknown,no
10512,no,2.29%,0,Prospek Baru,37,blue-collar,single,secondary,no,1120,no,no,unknown,16,jun,187,3,-1,0,unknown,no
10513,no,38.20%,0,Prospek Baru,58,technician,married,secondary,no,116,no,no,unknown,16,jun,580,3,-1,0,unknown,no
10514,no,0.24%,0,Prospek Baru,31,technician,divorced,secondary,no,-1185,yes,no,unknown,16,jun,81,5,-1,0,unknown,no
10515,no,2.87%,0,Prospek Baru,59,blue-collar,married,secondary,yes,-918,yes,no,unknown,16,jun,253,2,-1,0,unknown,no
10516,no,0.26%,0,Prospek Baru,52,unemployed,married,secondary,no,0,no,no,unknown,16,jun,18,7,-1,0,unknown,no
10517,no,1.61%,0,Prospek Baru,45,management,married,tertiary,no,1493,no,no,unknown,16,jun,140,3,-1,0,unknown,no
10518,no,0.76%,0,Prospek Baru,47,blue-collar,divorced,primary,no,7,no,yes,unknown,16,jun,219,7,-1,0,unknown,no
10519,no,0.29%,0,Prospek Baru,40,services,married,secondary,no,256,yes,no,unknown,16,jun,95,6,-1,0,unknown,no
10520,no,4.58%,0,Prospek Baru,51,management,married,unknown,no,721,no,no,unknown,16,jun,276,3,-1,0,unknown,no
10521,no,1.91%,0,Prospek Baru,29,technician,single,secondary,no,510,yes,no,unknown,16,jun,179,15,-1,0,unknown,no
10522,no,0.40%,0,Prospek Baru,46,technician,divorced,secondary,no,454,no,no,unknown,16,jun,93,2,-1,0,unknown,no
10523,no,0.37%,0,Prospek Baru,33,admin.,married,secondary,no,372,yes,no,unknown,16,jun,106,10,-1,0,unknown,no
10524,no,0.28%,0,Prospek Baru,43,technician,married,unknown,no,1156,no,no,unknown,16,jun,90,2,-1,0,unknown,no
10525,no,0.09%,0,Prospek Baru,36,blue-collar,married,primary,no,4143,no,yes,unknown,16,jun,78,5,-1,0,unknown,no
10526,no,0.31%,0,Prospek Baru,44,management,married,unknown,no,2982,no,no,unknown,16,jun,55,2,-1,0,unknown,no
10527,no,1.28%,0,Prospek Baru,58,retired,married,primary,no,0,yes,no,unknown,16,jun,204,4,-1,0,unknown,no
10528,no,5.95%,0,Prospek Baru,41,management,single,unknown,no,1604,no,no,unknown,16,jun,287,2,-1,0,unknown,no
10529,no,0.48%,0,Prospek Baru,39,management,married,tertiary,yes,47,no,no,unknown,16,jun,84,3,-1,0,unknown,no
10530,no,0.42%,0,Prospek Baru,51,services,married,primary,no,294,no,no,unknown,16,jun,112,2,-1,0,unknown,no
10531,no,0.95%,0,Prospek Baru,45,entrepreneur,single,tertiary,no,1678,no,no,unknown,16,jun,133,2,-1,0,unknown,no
10532,no,1.69%,0,Prospek Baru,44,self-employed,married,secondary,no,6553,no,no,unknown,16,jun,195,2,-1,0,unknown,no
10533,no,0.71%,0,Prospek Baru,30,services,single,tertiary,no,44,no,no,unknown,16,jun,108,2,-1,0,unknown,no
10534,no,0.32%,0,Prospek Baru,57,blue-collar,divorced,primary,no,3111,no,no,unknown,16,jun,92,6,-1,0,unknown,no
10535,no,4.23%,0,Prospek Baru,50,management,married,primary,no,0,no,no,unknown,16,jun,264,4,-1,0,unknown,no
10536,no,0.22%,0,Prospek Baru,47,management,divorced,unknown,no,582,yes,yes,unknown,16,jun,123,2,-1,0,unknown,no
10537,no,0.47%,0,Prospek Baru,48,technician,single,tertiary,no,0,no,no,unknown,16,jun,73,4,-1,0,unknown,no
10538,no,0.75%,0,Prospek Baru,37,services,married,secondary,no,-58,yes,no,unknown,16,jun,146,3,-1,0,unknown,no
10539,no,2.13%,0,Prospek Baru,52,management,married,primary,no,740,no,no,unknown,16,jun,206,1,-1,0,unknown,no
10540,no,0.55%,0,Prospek Baru,43,management,married,tertiary,no,0,yes,no,unknown,16,jun,100,17,-1,0,unknown,no
10541,no,16.29%,0,Prospek Baru,48,management,married,tertiary,no,342,no,no,unknown,16,jun,452,1,-1,0,unknown,no
10542,no,1.56%,0,Prospek Baru,36,blue-collar,divorced,secondary,no,808,no,no,unknown,16,jun,163,1,-1,0,unknown,no
10543,no,33.58%,0,Prospek Baru,42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,-1,0,unknown,yes
10544,no,0.34%,0,Prospek Baru,42,management,married,tertiary,no,-380,yes,no,unknown,16,jun,57,1,-1,0,unknown,no
10545,no,0.30%,0,Prospek Baru,41,technician,married,secondary,no,902,no,no,unknown,16,jun,35,6,-1,0,unknown,no
10546,no,2.01%,0,Prospek Baru,51,admin.,married,secondary,no,924,yes,no,unknown,16,jun,215,3,-1,0,unknown,no
10547,no,0.45%,0,Prospek Baru,37,management,married,tertiary,no,57,no,no,unknown,16,jun,77,1,-1,0,unknown,no
10548,no,0.66%,0,Prospek Baru,42,services,divorced,secondary,no,167,no,no,unknown,16,jun,119,1,-1,0,unknown,no
10549,no,2.27%,0,Prospek Baru,37,blue-collar,married,primary,no,3154,yes,no,unknown,16,jun,265,3,-1,0,unknown,no
10550,no,0.29%,0,Prospek Baru,45,blue-collar,married,secondary,no,3037,no,no,unknown,16,jun,60,2,-1,0,unknown,no
10551,no,1.28%,0,Prospek Baru,32,blue-collar,married,secondary,no,598,yes,no,unknown,16,jun,179,2,-1,0,unknown,no
10552,no,0.63%,0,Prospek Baru,35,services,married,secondary,no,373,no,yes,unknown,16,jun,162,6,-1,0,unknown,no
10553,no,0.29%,0,Prospek Baru,41,blue-collar,married,secondary,no,2413,no,no,unknown,16,jun,64,3,-1,0,unknown,no
10554,no,0.48%,0,Prospek Baru,37,admin.,married,primary,no,7208,no,no,unknown,16,jun,117,1,-1,0,unknown,no
10555,no,2.30%,0,Prospek Baru,44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no
10556,yes,71.25%,0,Prospek Baru,36,services,married,secondary,no,981,no,no,unknown,16,jun,1093,1,-1,0,unknown,yes
10557,no,4.57%,0,Prospek Baru,59,blue-collar,married,secondary,no,969,no,no,unknown,16,jun,270,1,-1,0,unknown,no
10558,yes,80.37%,0,Prospek Baru,36,blue-collar,divorced,secondary,no,638,yes,no,unknown,16,jun,1395,2,-1,0,unknown,yes
10559,no,2.49%,0,Prospek Baru,60,admin.,married,secondary,no,504,no,no,unknown,16,jun,178,4,-1,0,unknown,no
10560,no,4.22%,0,Prospek Baru,29,management,single,tertiary,no,5894,yes,no,unknown,16,jun,223,2,-1,0,unknown,no
10561,no,0.13%,0,Prospek Baru,39,blue-collar,single,primary,no,207,no,yes,unknown,16,jun,35,3,-1,0,unknown,no
10562,no,3.13%,0,Prospek Baru,56,retired,married,tertiary,no,3708,no,no,unknown,16,jun,210,2,-1,0,unknown,no
10563,no,0.32%,0,Prospek Baru,54,blue-collar,married,primary,no,0,no,no,unknown,16,jun,101,6,-1,0,unknown,no
10564,no,2.50%,0,Prospek Baru,38,technician,married,tertiary,no,606,no,no,unknown,16,jun,193,2,-1,0,unknown,no
10565,no,2.10%,0,Prospek Baru,47,retired,married,tertiary,no,1225,yes,yes,unknown,16,jun,339,2,-1,0,unknown,no
10566,no,0.74%,0,Prospek Baru,35,blue-collar,single,unknown,no,422,no,no,unknown,16,jun,140,1,-1,0,unknown,no
10567,no,0.18%,0,Prospek Baru,48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,unknown,no
10568,no,32.94%,0,Prospek Baru,55,retired,married,tertiary,no,2929,no,no,unknown,16,jun,556,3,-1,0,unknown,no
10569,no,44.35%,0,Prospek Baru,51,housemaid,married,primary,no,13292,no,no,unknown,16,jun,1238,2,-1,0,unknown,no
10570,no,0.47%,0,Prospek Baru,39,management,married,tertiary,no,627,no,no,unknown,16,jun,32,2,-1,0,unknown,no
10571,no,0.62%,0,Prospek Baru,57,services,married,secondary,no,197,no,no,unknown,16,jun,116,1,-1,0,unknown,no
10572,no,0.48%,0,Prospek Baru,38,technician,single,tertiary,no,38,no,no,unknown,16,jun,64,1,-1,0,unknown,no
10573,no,0.13%,0,Prospek Baru,39,blue-collar,married,primary,no,3705,yes,no,unknown,16,jun,77,1,-1,0,unknown,no
10574,no,0.28%,0,Prospek Baru,55,blue-collar,married,secondary,no,0,no,no,unknown,16,jun,73,3,-1,0,unknown,no
10575,no,0.29%,0,Prospek Baru,37,services,married,secondary,no,40,no,no,unknown,16,jun,42,3,-1,0,unknown,no
10576,no,0.27%,0,Prospek Baru,54,blue-collar,married,secondary,no,853,no,no,unknown,16,jun,24,5,-1,0,unknown,no
10577,no,0.13%,0,Prospek Baru,37,blue-collar,married,primary,no,-107,yes,no,unknown,16,jun,25,1,-1,0,unknown,no
10578,no,0.77%,0,Prospek Baru,38,blue-collar,married,primary,no,298,no,no,unknown,16,jun,147,1,-1,0,unknown,no
10579,no,0.17%,0,Prospek Baru,41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,87,6,-1,0,unknown,no
10580,no,3.13%,0,Prospek Baru,53,housemaid,married,secondary,no,2406,yes,no,unknown,16,jun,393,2,-1,0,unknown,no
10581,no,0.95%,0,Prospek Baru,59,retired,married,primary,no,2722,no,no,unknown,16,jun,145,1,-1,0,unknown,no
10582,no,1.21%,0,Prospek Baru,46,blue-collar,married,secondary,no,6215,no,no,unknown,16,jun,155,1,-1,0,unknown,no
10583,no,0.29%,0,Prospek Baru,38,technician,married,secondary,no,1828,no,no,unknown,16,jun,35,1,-1,0,unknown,no
10584,no,0.92%,0,Prospek Baru,57,retired,married,primary,no,903,no,no,unknown,16,jun,141,1,-1,0,unknown,no
10585,no,3.26%,0,Prospek Baru,48,blue-collar,married,primary,no,554,no,no,unknown,16,jun,263,8,-1,0,unknown,no
10586,no,0.56%,0,Prospek Baru,49,management,married,primary,no,330,no,no,unknown,16,jun,123,1,-1,0,unknown,no
10587,no,2.29%,0,Prospek Baru,40,blue-collar,married,secondary,no,876,no,no,unknown,16,jun,208,1,-1,0,unknown,no
10588,no,0.33%,0,Prospek Baru,38,blue-collar,married,primary,no,1602,no,no,unknown,16,jun,100,1,-1,0,unknown,no
10589,no,0.27%,0,Prospek Baru,38,self-employed,married,secondary,no,30,no,no,unknown,16,jun,91,1,-1,0,unknown,no
10590,yes,50.50%,0,Prospek Baru,52,technician,divorced,tertiary,no,728,no,no,unknown,16,jun,644,1,-1,0,unknown,no
10591,no,5.00%,0,Prospek Baru,39,blue-collar,married,secondary,no,0,no,no,unknown,16,jun,289,1,-1,0,unknown,no
10592,no,3.83%,0,Prospek Baru,42,blue-collar,married,secondary,no,2256,yes,no,unknown,16,jun,315,1,-1,0,unknown,no
10593,no,1.42%,0,Prospek Baru,36,unemployed,single,secondary,no,490,yes,yes,unknown,16,jun,265,3,-1,0,unknown,no
10594,yes,67.11%,0,Prospek Baru,48,unemployed,single,tertiary,no,3229,no,no,unknown,16,jun,1089,1,-1,0,unknown,yes
10595,no,0.48%,0,Prospek Baru,36,blue-collar,single,primary,no,3214,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
10596,no,1.30%,0,Prospek Baru,53,technician,married,tertiary,no,6072,no,yes,unknown,16,jun,226,4,-1,0,unknown,no
10597,no,0.99%,0,Prospek Baru,30,technician,single,secondary,no,363,yes,no,unknown,16,jun,136,8,-1,0,unknown,no
10598,no,39.68%,0,Prospek Baru,29,management,single,secondary,no,584,yes,no,unknown,16,jun,541,19,-1,0,unknown,no
10599,no,4.62%,0,Prospek Baru,60,management,married,primary,no,21292,no,no,unknown,16,jun,242,6,-1,0,unknown,no
10600,no,0.10%,0,Prospek Baru,30,blue-collar,married,secondary,no,294,yes,yes,unknown,16,jun,50,3,-1,0,unknown,no
10601,no,0.26%,0,Prospek Baru,49,retired,married,primary,no,1381,no,no,unknown,16,jun,73,2,-1,0,unknown,no
10602,no,1.54%,0,Prospek Baru,44,housemaid,married,primary,no,2351,no,no,unknown,16,jun,250,2,-1,0,unknown,no
10603,no,0.71%,0,Prospek Baru,36,blue-collar,single,secondary,no,2962,yes,yes,unknown,16,jun,181,2,-1,0,unknown,no
10604,no,0.35%,0,Prospek Baru,49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,no
10605,no,1.26%,0,Prospek Baru,55,entrepreneur,divorced,tertiary,no,461,yes,yes,unknown,16,jun,267,3,-1,0,unknown,no
10606,no,3.36%,0,Prospek Baru,57,management,divorced,unknown,no,0,no,no,unknown,16,jun,235,2,-1,0,unknown,no
10607,no,0.61%,0,Prospek Baru,58,services,married,secondary,no,12180,no,no,unknown,16,jun,121,5,-1,0,unknown,no
10608,no,2.63%,0,Prospek Baru,37,services,married,secondary,no,3321,no,no,unknown,16,jun,215,3,-1,0,unknown,no
10609,no,3.10%,0,Prospek Baru,50,blue-collar,divorced,primary,no,4882,yes,no,unknown,16,jun,320,2,-1,0,unknown,no
10610,no,7.01%,0,Prospek Baru,46,entrepreneur,married,secondary,no,757,no,no,unknown,16,jun,382,3,-1,0,unknown,no
10611,no,4.28%,0,Prospek Baru,37,management,single,tertiary,no,400,yes,no,unknown,16,jun,244,1,-1,0,unknown,no
10612,no,5.74%,0,Prospek Baru,41,admin.,married,tertiary,no,1287,no,no,unknown,16,jun,286,1,-1,0,unknown,no
10613,yes,59.19%,0,Prospek Baru,51,self-employed,married,tertiary,no,2007,no,no,unknown,16,jun,1021,1,-1,0,unknown,no
10614,no,1.76%,0,Prospek Baru,40,admin.,married,secondary,no,538,no,no,unknown,16,jun,167,2,-1,0,unknown,no
10615,yes,73.58%,0,Prospek Baru,51,management,single,secondary,no,1610,yes,no,unknown,16,jun,1248,3,-1,0,unknown,yes
10616,no,13.26%,0,Prospek Baru,55,management,divorced,tertiary,no,25,no,no,unknown,16,jun,404,3,-1,0,unknown,no
10617,no,0.56%,0,Prospek Baru,47,technician,married,tertiary,yes,-813,yes,yes,unknown,16,jun,179,25,-1,0,unknown,no
10618,no,1.21%,0,Prospek Baru,39,technician,single,secondary,no,2321,no,yes,unknown,16,jun,203,2,-1,0,unknown,no
10619,no,2.30%,0,Prospek Baru,38,management,married,tertiary,no,-469,yes,no,unknown,16,jun,209,12,-1,0,unknown,no
10620,no,0.25%,0,Prospek Baru,59,retired,married,primary,no,0,no,no,unknown,16,jun,39,1,-1,0,unknown,no
10621,no,1.48%,0,Prospek Baru,38,services,married,secondary,no,1559,no,no,unknown,16,jun,162,1,-1,0,unknown,no
10622,no,9.81%,0,Prospek Baru,39,management,married,secondary,no,2198,no,no,unknown,16,jun,418,1,-1,0,unknown,no
10623,no,10.43%,0,Prospek Baru,36,management,single,tertiary,no,317,no,no,unknown,16,jun,348,1,-1,0,unknown,no
10624,no,0.74%,0,Prospek Baru,49,technician,married,secondary,no,775,yes,no,unknown,16,jun,135,1,-1,0,unknown,no
10625,no,11.46%,0,Prospek Baru,36,housemaid,married,tertiary,yes,-1941,yes,no,unknown,16,jun,505,1,-1,0,unknown,no
10626,no,0.34%,0,Prospek Baru,53,technician,single,secondary,yes,-435,yes,yes,unknown,16,jun,131,2,-1,0,unknown,no
10627,no,4.63%,0,Prospek Baru,37,housemaid,married,secondary,no,285,no,no,unknown,16,jun,401,2,-1,0,unknown,no
10628,no,4.04%,0,Prospek Baru,45,technician,married,tertiary,no,533,yes,no,unknown,16,jun,332,2,-1,0,unknown,no
10629,no,0.21%,0,Prospek Baru,46,blue-collar,married,tertiary,no,993,yes,no,unknown,16,jun,78,1,-1,0,unknown,no
10630,no,8.65%,0,Prospek Baru,55,technician,married,tertiary,no,4359,no,no,unknown,16,jun,394,2,-1,0,unknown,no
10631,no,4.89%,0,Prospek Baru,50,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,287,1,-1,0,unknown,no
10632,no,4.43%,0,Prospek Baru,37,services,married,secondary,no,1092,no,no,unknown,16,jun,266,1,-1,0,unknown,no
10633,no,0.87%,0,Prospek Baru,55,technician,married,unknown,no,0,no,no,unknown,16,jun,153,1,-1,0,unknown,no
10634,no,13.41%,0,Prospek Baru,55,entrepreneur,divorced,primary,no,29,no,no,unknown,16,jun,500,1,-1,0,unknown,no
10635,no,2.21%,0,Prospek Baru,39,admin.,married,primary,no,237,no,no,unknown,16,jun,215,2,-1,0,unknown,no
10636,no,3.18%,0,Prospek Baru,48,unknown,married,unknown,no,3940,no,no,unknown,16,jun,298,6,-1,0,unknown,no
10637,no,0.60%,0,Prospek Baru,35,admin.,married,secondary,no,5270,no,no,unknown,16,jun,110,8,-1,0,unknown,no
10638,no,0.33%,0,Prospek Baru,35,admin.,single,primary,no,2355,yes,no,unknown,16,jun,101,1,-1,0,unknown,no
